Region	Month of Period End	Median Sale Price	Median Sale Price MoM 	Median Sale Price YoY 	Homes Sold	Homes Sold MoM 	Homes Sold YoY 	New Listings	New Listings MoM 	New Listings YoY 	Inventory	Inventory MoM 	 Inventory YoY 	Days on Market	Days on Market MoM	Days on Market YoY	Average Sale To List	Average Sale To List MoM 	Average Sale To List YoY 
Seattle, WA metro area	August 2012	$312K	0.6%	9.5%	3,774	5.0%	21.3%	3,973	1.3%	1.7%	9,324	-0.1%	-36.5%	31	2	-25	99.0%	-0.2%	1.5%
Seattle, WA metro area	September 2012	$313K	0.3%	13.8%	3,092	-18.1%	11.3%	3,678	-7.4%	3.9%	9,125	-2.1%	-35.8%	28	-3	-30	99.1%	0.1%	1.6%
Seattle, WA metro area	October 2012	$310K	-1.1%	20.2%	3,361	8.7%	28.6%	3,238	-12.0%	4.7%	8,117	-11.0%	-38.6%	33	5	-24	99.3%	0.2%	1.7%
Seattle, WA metro area	November 2012	$320K	3.3%	17.8%	3,136	-6.7%	22.3%	2,488	-23.2%	-5.4%	7,167	-11.7%	-41.5%	34	1	-29	99.0%	-0.3%	1.5%
Seattle, WA metro area	December 2012	$310K	-3.0%	16.7%	3,095	-1.3%	14.5%	1,785	-28.3%	-6.3%	6,355	-11.3%	-41.7%	39	5	-31	99.0%	0.0%	1.4%
Seattle, WA metro area	January 2013	$290K	-6.5%	14.1%	2,282	-26.3%	19.7%	3,259	82.6%	15.6%	6,210	-2.3%	-40.8%	41	2	-29	99.2%	0.2%	1.8%
Seattle, WA metro area	February 2013	$310K	6.7%	19.0%	2,443	7.1%	7.0%	3,702	13.6%	6.2%	6,285	1.2%	-37.7%	40	-1	-37	99.5%	0.4%	1.9%
Seattle, WA metro area	March 2013	$324K	4.7%	19.0%	3,359	37.5%	13.7%	4,425	19.5%	7.1%	6,203	-1.3%	-35.9%	24	-16	-47	100.0%	0.5%	2.0%
Seattle, WA metro area	April 2013	$329K	1.5%	13.4%	3,797	13.0%	20.6%	4,878	10.2%	14.0%	6,634	6.9%	-30.9%	16	-8	-34	100.5%	0.5%	2.1%
Seattle, WA metro area	May 2013	$349K	6.0%	16.7%	4,322	13.8%	21.3%	5,640	15.6%	25.8%	7,587	14.4%	-20.6%	12	-4	-25	100.9%	0.3%	1.9%
Seattle, WA metro area	June 2013	$350K	0.3%	12.9%	4,148	-4.0%	11.2%	5,309	-5.9%	26.1%	8,281	9.1%	-12.6%	12	0	-21	100.8%	0.0%	1.8%
Seattle, WA metro area	July 2013	$363K	3.7%	17.0%	4,502	8.5%	25.3%	5,239	-1.3%	33.6%	8,999	8.7%	-3.6%	12	0	-17	100.8%	0.0%	1.6%
Seattle, WA metro area	August 2013	$355K	-2.2%	13.8%	4,351	-3.4%	15.3%	4,881	-6.8%	22.9%	9,496	5.5%	1.8%	15	3	-16	100.3%	-0.5%	1.3%
Seattle, WA metro area	September 2013	$354K	-0.3%	13.0%	3,674	-15.6%	18.8%	4,244	-13.1%	15.4%	9,583	0.9%	5.0%	18	3	-10	100.1%	-0.3%	1.0%
Seattle, WA metro area	October 2013	$350K	-1.1%	13.1%	3,807	3.6%	13.3%	3,775	-11.1%	16.6%	8,999	-6.1%	10.9%	22	4	-11	99.7%	-0.4%	0.4%
Seattle, WA metro area	November 2013	$344K	-1.7%	7.7%	3,000	-21.2%	-4.3%	2,558	-32.2%	2.8%	7,930	-11.9%	10.6%	27	5	-7	99.4%	-0.3%	0.5%
Seattle, WA metro area	December 2013	$350K	1.7%	12.9%	3,128	4.3%	1.1%	1,793	-29.9%	0.4%	6,978	-12.0%	9.8%	36	9	-3	99.2%	-0.3%	0.2%
Seattle, WA metro area	January 2014	$330K	-5.7%	13.8%	2,192	-29.9%	-3.9%	3,180	77.4%	-2.4%	6,833	-2.1%	10.0%	46	10	5	99.0%	-0.2%	-0.2%
Seattle, WA metro area	February 2014	$348K	5.5%	12.5%	2,461	12.3%	0.7%	3,438	8.1%	-7.1%	6,869	0.5%	9.3%	41	-5	1	99.6%	0.6%	0.1%
Seattle, WA metro area	March 2014	$343K	-1.6%	5.8%	3,256	32.3%	-3.1%	4,382	27.5%	-1.0%	6,856	-0.2%	10.5%	24	-17	0	99.9%	0.3%	-0.1%
Seattle, WA metro area	April 2014	$355K	3.6%	7.9%	3,741	14.9%	-1.5%	5,010	14.3%	2.7%	7,119	3.8%	7.3%	16	-8	0	100.4%	0.5%	-0.1%
Seattle, WA metro area	May 2014	$365K	2.8%	4.6%	3,993	6.7%	-7.6%	5,957	18.9%	5.6%	7,841	10.1%	3.3%	13	-3	1	100.4%	-0.1%	-0.5%
Seattle, WA metro area	June 2014	$385K	5.5%	10.0%	4,381	9.7%	5.6%	5,318	-10.7%	0.2%	8,603	9.7%	3.9%	13	0	1	100.4%	0.0%	-0.5%
Seattle, WA metro area	July 2014	$379K	-1.6%	4.5%	4,401	0.5%	-2.2%	5,303	-0.3%	1.2%	9,780	13.7%	8.7%	14	1	2	100.0%	-0.3%	-0.8%
Seattle, WA metro area	August 2014	$371K	-2.2%	4.4%	4,097	-6.9%	-5.8%	4,554	-14.1%	-6.7%	9,817	0.4%	3.4%	18	4	3	99.7%	-0.3%	-0.6%
Seattle, WA metro area	September 2014	$380K	2.6%	7.4%	3,786	-7.6%	3.0%	4,241	-6.9%	-0.1%	9,618	-2.0%	0.4%	22	4	4	99.4%	-0.3%	-0.7%
Seattle, WA metro area	October 2014	$368K	-3.1%	5.2%	4,005	5.8%	5.2%	3,824	-9.8%	1.3%	8,885	-7.6%	-1.3%	29	7	7	99.3%	-0.2%	-0.4%
Seattle, WA metro area	November 2014	$375K	1.8%	9.0%	3,104	-22.5%	3.5%	2,402	-37.2%	-6.1%	7,590	-14.6%	-4.3%	32	3	5	99.0%	-0.3%	-0.4%
Seattle, WA metro area	December 2014	$367K	-2.3%	4.7%	3,424	10.3%	9.5%	1,796	-25.2%	0.2%	6,401	-15.7%	-8.3%	39	7	3	99.2%	0.2%	0.0%
Seattle, WA metro area	January 2015	$360K	-1.8%	9.1%	2,290	-33.1%	4.5%	3,218	79.2%	1.2%	6,129	-4.2%	-10.3%	44	5	-2	99.1%	0.0%	0.1%
Seattle, WA metro area	February 2015	$358K	-0.4%	2.9%	2,615	14.2%	6.3%	3,923	21.9%	14.1%	6,142	0.2%	-10.6%	41	-3	0	99.7%	0.6%	0.1%
Seattle, WA metro area	March 2015	$385K	7.4%	12.3%	3,849	47.2%	18.2%	5,129	30.7%	17.0%	6,203	1.0%	-9.5%	18	-23	-6	100.5%	0.8%	0.6%
Seattle, WA metro area	April 2015	$400K	3.9%	12.7%	4,389	14.0%	17.3%	5,718	11.5%	14.1%	6,666	7.5%	-6.4%	11	-7	-5	101.0%	0.5%	0.6%
Seattle, WA metro area	May 2015	$396K	-0.9%	8.6%	4,614	5.1%	15.6%	5,838	2.1%	-2.0%	7,159	7.4%	-8.7%	9	-2	-4	101.3%	0.3%	1.0%
Seattle, WA metro area	June 2015	$415K	4.7%	7.8%	5,195	12.6%	18.6%	5,675	-2.8%	6.7%	7,490	4.6%	-12.9%	10	1	-3	101.4%	0.1%	1.0%
Seattle, WA metro area	July 2015	$410K	-1.2%	8.2%	5,211	0.3%	18.4%	5,327	-6.1%	0.5%	7,674	2.5%	-21.5%	11	1	-3	101.2%	-0.2%	1.1%
Seattle, WA metro area	August 2015	$413K	0.6%	11.3%	4,705	-9.7%	14.8%	4,806	-9.8%	5.5%	7,676	0.0%	-21.8%	14	3	-4	100.8%	-0.4%	1.1%
Seattle, WA metro area	September 2015	$400K	-3.0%	5.3%	4,383	-6.8%	15.8%	4,352	-9.4%	2.6%	7,386	-3.8%	-23.2%	14	0	-8	100.5%	-0.2%	1.1%
Seattle, WA metro area	October 2015	$405K	1.3%	10.0%	4,075	-7.0%	1.7%	3,869	-11.1%	1.2%	6,716	-9.1%	-24.4%	16	2	-13	100.4%	-0.1%	1.1%
Seattle, WA metro area	November 2015	$405K	0.0%	8.0%	3,165	-22.3%	2.0%	2,426	-37.3%	1.0%	5,372	-20.0%	-29.2%	18	2	-14	100.3%	-0.1%	1.3%
Seattle, WA metro area	December 2015	$400K	-1.2%	9.1%	3,851	21.7%	12.5%	1,863	-23.2%	3.7%	4,425	-17.6%	-30.9%	24	6	-15	100.0%	-0.3%	0.8%
Seattle, WA metro area	January 2016	$408K	2.0%	13.4%	2,358	-38.8%	3.0%	3,247	74.3%	0.9%	4,484	1.3%	-26.8%	25	1	-19	100.2%	0.2%	1.0%
Seattle, WA metro area	February 2016	$405K	-0.8%	13.0%	2,787	18.2%	6.6%	3,908	20.4%	-0.4%	4,531	1.0%	-26.2%	15	-10	-26	101.2%	1.1%	1.5%
Seattle, WA metro area	March 2016	$424K	4.7%	10.1%	3,997	43.4%	3.8%	5,329	36.4%	3.9%	4,837	6.8%	-22.0%	9	-6	-9	102.2%	1.0%	1.7%
Seattle, WA metro area	April 2016	$430K	1.4%	7.5%	4,218	5.5%	-3.9%	5,946	11.6%	4.0%	5,576	15.3%	-16.4%	8	-1	-3	102.7%	0.5%	1.7%
Seattle, WA metro area	May 2016	$440K	2.3%	11.0%	4,846	14.9%	5.0%	6,052	1.8%	3.7%	5,748	3.1%	-19.7%	8	0	-1	103.1%	0.3%	1.7%
Seattle, WA metro area	June 2016	$463K	5.2%	11.6%	5,594	15.4%	7.7%	6,418	6.0%	13.1%	6,524	13.5%	-12.9%	8	0	-2	102.6%	-0.4%	1.2%
Seattle, WA metro area	July 2016	$450K	-2.8%	9.8%	5,185	-7.3%	-0.5%	5,918	-7.8%	11.1%	7,065	8.3%	-7.9%	9	1	-2	102.0%	-0.6%	0.9%
Seattle, WA metro area	August 2016	$450K	0.0%	9.1%	5,348	3.1%	13.7%	5,438	-8.1%	13.2%	7,011	-0.8%	-8.7%	11	2	-3	101.4%	-0.6%	0.7%
Seattle, WA metro area	September 2016	$450K	0.0%	12.5%	4,857	-9.2%	10.8%	5,269	-3.1%	21.1%	7,210	2.8%	-2.4%	12	1	-2	101.0%	-0.5%	0.4%
Seattle, WA metro area	October 2016	$442K	-1.8%	9.1%	4,511	-7.1%	10.7%	3,608	-31.5%	-6.7%	6,001	-16.8%	-10.6%	14	2	-2	100.9%	-0.1%	0.5%
Seattle, WA metro area	November 2016	$455K	2.9%	12.3%	4,158	-7.8%	31.4%	2,705	-25.0%	11.5%	4,773	-20.5%	-11.2%	16	2	-2	100.5%	-0.3%	0.2%
Seattle, WA metro area	December 2016	$460K	1.1%	15.0%	3,884	-6.6%	0.9%	1,839	-32.0%	-1.3%	3,527	-26.1%	-20.3%	20	4	-4	100.6%	0.0%	0.6%
Seattle, WA metro area	January 2017	$445K	-3.3%	9.0%	2,907	-25.2%	23.3%	3,089	68.0%	-4.9%	3,264	-7.5%	-27.2%	27	7	2	100.7%	0.1%	0.5%
Seattle, WA metro area	February 2017	$460K	3.4%	13.6%	2,863	-1.5%	2.7%	3,383	9.5%	-13.4%	3,060	-6.3%	-32.5%	12	-15	-3	102.1%	1.4%	0.9%
Seattle, WA metro area	March 2017	$483K	5.0%	13.9%	4,060	41.8%	1.6%	5,133	51.7%	-3.7%	3,521	15.1%	-27.2%	8	-4	-1	103.3%	1.2%	1.1%
Seattle, WA metro area	April 2017	$500K	3.5%	16.3%	3,845	-5.3%	-8.8%	5,030	-2.0%	-15.4%	3,790	7.6%	-32.0%	7	-1	-1	104.3%	1.0%	1.6%
Seattle, WA metro area	May 2017	$510K	2.0%	15.9%	5,083	32.2%	4.9%	6,350	26.2%	4.9%	4,398	16.0%	-23.5%	7	0	-1	104.7%	0.3%	1.6%
Seattle, WA metro area	June 2017	$525K	2.9%	13.3%	5,576	9.7%	-0.3%	6,552	3.2%	2.1%	5,181	17.8%	-20.6%	7	0	-1	104.4%	-0.3%	1.8%
Seattle, WA metro area	July 2017	$530K	1.0%	17.8%	4,977	-10.7%	-4.0%	5,712	-12.8%	-3.5%	5,680	9.6%	-19.6%	8	1	-1	103.4%	-1.0%	1.4%
Seattle, WA metro area	August 2017	$520K	-1.9%	15.6%	5,426	9.0%	1.5%	5,457	-4.5%	0.3%	5,641	-0.7%	-19.5%	9	1	-2	102.5%	-0.9%	1.1%
Seattle, WA metro area	September 2017	$510K	-1.9%	13.3%	4,759	-12.3%	-2.0%	5,030	-7.8%	-4.5%	5,938	5.3%	-17.6%	11	2	-1	101.8%	-0.7%	0.9%
Seattle, WA metro area	October 2017	$512K	0.4%	15.9%	4,642	-2.5%	2.9%	4,082	-18.8%	13.1%	4,981	-16.1%	-17.0%	11	0	-3	101.6%	-0.3%	0.7%
Seattle, WA metro area	November 2017	$525K	2.5%	15.4%	4,144	-10.7%	-0.3%	2,848	-30.2%	5.3%	3,728	-25.2%	-21.9%	13	2	-3	101.2%	-0.4%	0.7%
Seattle, WA metro area	December 2017	$530K	0.9%	15.2%	3,907	-5.7%	0.6%	1,663	-41.6%	-9.6%	2,570	-31.1%	-27.1%	16	3	-4	101.0%	-0.2%	0.5%
Seattle, WA metro area	January 2018	$514K	-2.9%	15.6%	2,535	-35.1%	-12.8%	3,161	90.1%	2.3%	2,567	-0.1%	-21.4%	17	1	-10	101.3%	0.3%	0.7%
Seattle, WA metro area	February 2018	$530K	3.0%	15.2%	2,890	14.0%	0.9%	3,529	11.6%	4.3%	2,690	4.8%	-12.1%	8	-9	-4	103.5%	2.2%	1.4%
Seattle, WA metro area	March 2018	$560K	5.6%	15.8%	3,821	32.2%	-5.9%	5,265	49.2%	2.6%	3,277	21.8%	-6.9%	7	-1	-1	103.9%	0.4%	0.6%
Seattle, WA metro area	April 2018	$580K	3.7%	16.0%	4,231	10.7%	10.0%	5,450	3.5%	8.3%	4,043	23.4%	6.7%	7	0	0	104.5%	0.6%	0.2%
Seattle, WA metro area	May 2018	$585K	0.9%	14.7%	4,870	15.1%	-4.2%	6,990	28.3%	10.1%	5,439	34.5%	23.7%	7	0	0	104.1%	-0.5%	-0.6%
Seattle, WA metro area	June 2018	$583K	-0.3%	11.1%	5,096	4.6%	-8.6%	6,397	-8.5%	-2.4%	6,666	22.6%	28.7%	7	0	0	102.7%	-1.4%	-1.7%
Seattle, WA metro area	July 2018	$575K	-1.4%	8.5%	4,788	-6.0%	-3.8%	5,580	-12.8%	-2.3%	7,497	12.5%	32.0%	9	2	1	101.3%	-1.4%	-2.1%
Seattle, WA metro area	August 2018	$550K	-4.3%	5.8%	4,523	-5.5%	-16.6%	5,327	-4.5%	-2.4%	8,363	11.6%	48.3%	12	3	3	100.3%	-1.0%	-2.2%
Seattle, WA metro area	September 2018	$545K	-0.9%	6.9%	3,523	-22.1%	-26.0%	5,090	-4.4%	1.2%	9,189	9.9%	54.7%	17	5	6	99.6%	-0.7%	-2.2%
Seattle, WA metro area	October 2018	$550K	0.9%	7.4%	3,833	8.8%	-17.4%	3,976	-21.9%	-2.6%	8,565	-6.8%	72.0%	22	5	11	99.2%	-0.4%	-2.4%
Seattle, WA metro area	November 2018	$550K	0.0%	4.8%	3,387	-11.6%	-18.3%	2,665	-33.0%	-6.4%	7,231	-15.6%	94.0%	28	6	15	98.8%	-0.3%	-2.4%
Seattle, WA metro area	December 2018	$538K	-2.2%	1.5%	3,131	-7.6%	-19.9%	1,326	-50.2%	-20.3%	5,501	-23.9%	114.0%	40	12	24	98.6%	-0.3%	-2.4%
Seattle, WA metro area	January 2019	$520K	-3.3%	1.1%	2,331	-25.6%	-8.0%	3,232	143.7%	2.2%	5,278	-4.1%	105.6%	48	8	31	98.4%	-0.2%	-2.9%
Seattle, WA metro area	February 2019	$545K	4.8%	2.8%	2,850	22.3%	-1.4%	3,059	-5.4%	-13.3%	5,268	-0.2%	95.8%	39	-9	31	99.1%	0.7%	-4.4%
Seattle, WA metro area	March 2019	$560K	2.8%	0.1%	3,329	16.8%	-12.9%	5,341	74.6%	1.4%	5,841	10.9%	78.2%	20	-19	13	99.8%	0.7%	-4.2%
Seattle, WA metro area	April 2019	$570K	1.8%	-1.7%	4,179	25.5%	-1.2%	5,671	6.2%	4.1%	6,337	8.5%	56.7%	10	-10	3	100.4%	0.6%	-4.1%
Seattle, WA metro area	May 2019	$590K	3.5%	0.9%	4,888	17.0%	0.4%	7,035	24.1%	0.6%	7,897	24.6%	45.2%	9	-1	2	100.4%	0.0%	-3.7%
Seattle, WA metro area	June 2019	$580K	-1.7%	-0.5%	4,804	-1.7%	-5.7%	5,546	-21.2%	-13.3%	8,143	3.1%	22.2%	11	2	4	100.3%	-0.1%	-2.4%
Seattle, WA metro area	July 2019	$561K	-3.2%	-2.4%	4,804	0.0%	0.3%	4,877	-12.1%	-12.6%	7,870	-3.4%	5.0%	14	3	5	99.9%	-0.4%	-1.4%
Seattle, WA metro area	August 2019	$560K	-0.3%	1.8%	4,600	-4.2%	1.7%	4,447	-8.8%	-16.5%	7,612	-3.3%	-9.0%	19	5	7	99.6%	-0.3%	-0.7%
Seattle, WA metro area	September 2019	$540K	-3.6%	-0.9%	3,837	-16.6%	8.9%	4,474	0.6%	-12.1%	7,547	-0.9%	-17.9%	22	3	5	99.5%	-0.1%	-0.1%
Seattle, WA metro area	October 2019	$560K	3.7%	1.8%	4,104	7.0%	7.1%	3,783	-15.4%	-4.9%	6,632	-12.1%	-22.6%	20	-2	-2	99.4%	0.0%	0.3%
Seattle, WA metro area	November 2019	$555K	-0.9%	0.9%	3,584	-12.7%	5.8%	2,347	-38.0%	-11.9%	4,961	-25.2%	-31.4%	24	4	-4	99.4%	-0.1%	0.6%
Seattle, WA metro area	December 2019	$570K	2.7%	5.9%	3,732	4.1%	19.2%	1,595	-32.0%	20.3%	3,571	-28.0%	-35.1%	32	8	-8	99.3%	-0.1%	0.7%
Seattle, WA metro area	January 2020	$550K	-3.5%	5.8%	2,496	-33.1%	7.1%	3,191	100.1%	-1.3%	3,427	-4.0%	-35.1%	39	7	-9	99.4%	0.1%	1.0%
Seattle, WA metro area	February 2020	$575K	4.5%	5.5%	2,981	19.4%	4.6%	4,007	25.6%	31.0%	3,614	5.5%	-31.4%	17	-22	-22	100.6%	1.2%	1.5%
Seattle, WA metro area	March 2020	$593K	3.0%	5.8%	3,791	27.2%	13.9%	5,165	28.9%	-3.3%	4,646	28.6%	-20.5%	7	-10	-13	101.8%	1.1%	2.0%
Seattle, WA metro area	April 2020	$600K	1.3%	5.2%	3,039	-19.8%	-27.3%	3,725	-27.9%	-34.3%	5,079	9.3%	-19.9%	6	-1	-4	101.5%	-0.3%	1.1%
Seattle, WA metro area	May 2020	$584K	-2.7%	-1.0%	3,040	0.0%	-37.8%	4,743	27.3%	-32.6%	5,163	1.7%	-34.6%	10	4	1	100.4%	-1.0%	0.1%
Seattle, WA metro area	June 2020	$615K	5.3%	6.0%	4,413	45.2%	-8.1%	5,283	11.4%	-4.7%	5,064	-1.9%	-37.8%	9	-1	-2	100.8%	0.4%	0.5%
Seattle, WA metro area	July 2020	$621K	1.1%	10.7%	5,046	14.3%	5.0%	6,067	14.8%	24.4%	5,444	7.5%	-30.8%	8	-1	-6	101.2%	0.4%	1.3%
Seattle, WA metro area	August 2020	$630K	1.4%	12.5%	5,018	-0.6%	9.1%	5,991	-1.3%	34.7%	5,469	0.5%	-28.2%	7	-1	-12	101.4%	0.2%	1.8%
Seattle, WA metro area	September 2020	$640K	1.6%	18.5%	5,335	6.3%	39.0%	5,708	-4.7%	27.6%	5,254	-3.9%	-30.4%	7	0	-15	101.6%	0.2%	2.1%
Seattle, WA metro area	October 2020	$635K	-0.8%	13.4%	5,608	5.1%	36.6%	5,203	-8.8%	37.5%	4,985	-5.1%	-24.8%	7	0	-13	101.7%	0.1%	2.2%
Seattle, WA metro area	November 2020	$630K	-0.8%	13.5%	4,496	-19.8%	25.4%	3,010	-42.1%	28.2%	3,703	-25.7%	-25.4%	7	0	-17	101.6%	0.0%	2.3%
Seattle, WA metro area	December 2020	$625K	-0.8%	9.7%	4,445	-1.1%	19.1%	2,496	-17.1%	56.5%	2,718	-26.6%	-23.9%	10	3	-22	101.6%	-0.1%	2.3%
Seattle, WA metro area	January 2021	$626K	0.2%	13.8%	2,890	-35.0%	15.8%	3,415	36.8%	7.0%	2,549	-6.2%	-25.6%	10	0	-29	101.9%	0.3%	2.5%
Seattle, WA metro area	February 2021	$655K	4.6%	13.9%	3,168	9.6%	6.3%	3,818	11.8%	-4.7%	2,495	-2.1%	-31.0%	6	-4	-11	104.1%	2.3%	3.5%
Seattle, WA metro area	March 2021	$700K	6.9%	18.1%	4,485	41.6%	18.3%	5,559	45.6%	7.6%	2,487	-0.3%	-46.5%	6	0	-1	106.4%	2.3%	4.6%
Seattle, WA metro area	April 2021	$720K	2.9%	20.0%	5,024	12.0%	65.3%	6,259	12.6%	68.0%	3,212	29.2%	-36.8%	6	0	0	107.5%	1.1%	6.0%
Seattle, WA metro area	May 2021	$740K	2.8%	26.7%	5,234	4.2%	72.2%	5,852	-6.5%	23.4%	2,906	-9.5%	-43.7%	6	0	-4	107.6%	0.1%	7.2%
Seattle, WA metro area	June 2021	$741K	0.2%	20.5%	6,097	16.5%	38.2%	6,530	11.6%	23.6%	3,285	13.0%	-35.1%	6	0	-3	107.1%	-0.5%	6.3%
Seattle, WA metro area	July 2021	$750K	1.2%	20.7%	5,713	-6.3%	13.2%	6,047	-7.4%	-0.3%	3,926	19.5%	-27.9%	6	0	-2	105.8%	-1.3%	4.6%
Seattle, WA metro area	August 2021	$730K	-2.7%	15.9%	5,443	-4.7%	8.5%	5,322	-12.0%	-11.2%	3,467	-11.7%	-36.6%	6	0	-1	104.5%	-1.3%	3.1%
Seattle, WA metro area	September 2021	$715K	-2.1%	11.7%	5,344	-1.8%	0.2%	5,409	1.6%	-5.2%	3,533	1.9%	-32.8%	7	1	0	103.7%	-0.8%	2.1%
Seattle, WA metro area	October 2021	$726K	1.5%	14.3%	4,963	-7.1%	-11.5%	4,213	-22.1%	-19.0%	2,763	-21.8%	-44.6%	7	0	0	103.8%	0.1%	2.1%
Seattle, WA metro area	November 2021	$720K	-0.8%	14.3%	4,551	-8.3%	1.2%	2,901	-31.1%	-3.6%	1,731	-37.4%	-53.3%	7	0	0	104.1%	0.3%	2.4%
Seattle, WA metro area	December 2021	$730K	1.4%	16.8%	3,854	-15.3%	-13.3%	2,000	-31.1%	-19.9%	1,204	-30.4%	-55.7%	7	0	-3	104.3%	0.2%	2.7%
Seattle, WA metro area	January 2022	$720K	-1.4%	15.0%	2,282	-40.8%	-21.0%	2,836	41.8%	-17.0%	1,273	5.7%	-50.1%	7	0	-3	105.0%	0.8%	3.2%
Seattle, WA metro area	February 2022	$751K	4.3%	14.7%	2,719	19.1%	-14.2%	3,957	39.5%	3.6%	1,608	26.3%	-35.6%	5	-2	-1	108.6%	3.6%	4.5%
Seattle, WA metro area	March 2022	$825K	9.9%	17.9%	4,442	63.4%	-1.0%	5,726	44.7%	3.0%	2,282	41.9%	-8.2%	5	0	-1	110.7%	2.1%	4.3%
Seattle, WA metro area	April 2022	$850K	3.0%	18.1%	4,558	2.6%	-9.3%	5,731	0.1%	-8.4%	3,289	44.1%	2.4%	5	0	-1	109.9%	-0.9%	2.4%
Seattle, WA metro area	May 2022	$853K	0.4%	15.3%	4,844	6.3%	-7.5%	6,038	5.4%	3.2%	4,199	27.7%	44.5%	5	0	-1	107.0%	-2.9%	-0.6%
Seattle, WA metro area	June 2022	$825K	-3.3%	11.3%	4,593	-5.2%	-24.7%	6,255	3.6%	-4.2%	6,109	45.5%	86.0%	6	1	0	102.9%	-4.1%	-4.2%
Seattle, WA metro area	July 2022	$795K	-3.6%	6.0%	3,570	-22.3%	-37.5%	4,994	-20.2%	-17.4%	6,750	10.5%	71.9%	9	3	3	100.2%	-2.7%	-5.6%
Seattle, WA metro area	August 2022	$779K	-2.0%	6.8%	3,797	6.4%	-30.2%	4,001	-19.9%	-24.8%	6,183	-8.4%	78.3%	16	7	10	98.9%	-1.3%	-5.6%
Seattle, WA metro area	September 2022	$765K	-1.9%	7.0%	3,624	-4.6%	-32.2%	4,030	0.7%	-25.5%	6,379	3.2%	80.6%	21	5	14	98.7%	-0.2%	-5.0%
Seattle, WA metro area	October 2022	$767K	0.3%	5.7%	2,976	-17.9%	-40.0%	2,851	-29.3%	-32.3%	5,792	-9.2%	109.6%	21	0	14	98.5%	-0.2%	-5.2%
Seattle, WA metro area	November 2022	$738K	-3.8%	2.4%	2,503	-15.9%	-45.0%	1,899	-33.4%	-34.5%	4,751	-18.0%	174.5%	25	4	18	98.0%	-0.5%	-6.0%
Seattle, WA metro area	December 2022	$710K	-3.7%	-2.7%	2,160	-13.7%	-44.0%	1,069	-43.7%	-46.6%	3,551	-25.3%	194.9%	32	7	25	97.8%	-0.2%	-6.4%
Seattle, WA metro area	January 2023	$720K	1.4%	0.0%	1,555	-28.0%	-31.9%	2,067	93.4%	-27.1%	3,047	-14.2%	139.4%	44	12	37	98.0%	0.2%	-7.0%
Seattle, WA metro area	February 2023	$710K	-1.4%	-5.5%	2,199	41.4%	-19.1%	2,342	13.3%	-40.8%	2,684	-11.9%	66.9%	33	-11	28	99.2%	1.2%	-9.4%
Seattle, WA metro area	March 2023	$740K	4.2%	-10.3%	2,884	31.2%	-35.1%	3,660	56.3%	-36.1%	3,194	19.0%	40.0%	13	-20	8	100.1%	0.9%	-10.6%
Seattle, WA metro area	April 2023	$775K	4.7%	-8.8%	2,721	-5.7%	-40.3%	3,293	-10.0%	-42.5%	3,257	2.0%	-1.0%	7	-6	2	101.0%	0.9%	-8.9%
Seattle, WA metro area	May 2023	$800K	3.2%	-6.2%	3,228	18.6%	-33.4%	3,900	18.4%	-35.4%	3,448	5.9%	-17.9%	6	-1	1	101.4%	0.4%	-5.6%
Seattle, WA metro area	June 2023	$800K	0.0%	-3.0%	3,396	5.2%	-26.1%	3,999	2.5%	-36.1%	3,857	11.9%	-36.9%	7	1	1	101.2%	-0.2%	-1.7%
Seattle, WA metro area	July 2023	$780K	-2.5%	-1.9%	3,002	-11.6%	-15.9%	3,488	-12.8%	-30.2%	3,983	3.3%	-41.0%	8	1	-1	100.8%	-0.4%	0.6%
Seattle, WA metro area	August 2023	$789K	1.2%	1.2%	3,171	5.6%	-16.5%	3,377	-3.2%	-15.6%	4,125	3.6%	-33.3%	8	0	-8	100.5%	-0.4%	1.5%
Seattle, WA metro area	September 2023	$770K	-2.4%	0.7%	2,740	-13.6%	-24.4%	3,429	1.5%	-14.9%	4,560	10.5%	-28.5%	12	4	-9	100.0%	-0.5%	1.2%
Seattle, WA metro area	October 2023	$770K	0.0%	0.4%	2,609	-4.8%	-12.3%	2,590	-24.5%	-9.2%	4,265	-6.5%	-26.4%	12	0	-9	100.0%	0.0%	1.5%
Seattle, WA metro area	November 2023	$775K	0.6%	5.1%	2,207	-15.4%	-11.8%	1,813	-30.0%	-4.5%	3,595	-15.7%	-24.3%	17	5	-8	99.5%	-0.5%	1.5%
Seattle, WA metro area	December 2023	$750K	-3.2%	5.6%	1,957	-11.3%	-9.4%	1,052	-42.0%	-1.6%	2,540	-29.3%	-28.5%	28	11	-4	99.1%	-0.5%	1.2%
Seattle, WA metro area	January 2024	$745K	-0.7%	3.5%	1,691	-13.6%	8.7%	2,266	115.4%	9.6%	2,370	-6.7%	-22.2%	36	8	-8	99.4%	0.4%	1.4%
Seattle, WA metro area	February 2024	$798K	7.1%	12.4%	2,246	32.8%	2.1%	3,200	41.2%	36.6%	2,781	17.3%	3.6%	12	-24	-21	101.2%	1.8%	2.0%
Seattle, WA metro area	March 2024	$826K	3.4%	11.6%	2,791	24.3%	-3.2%	3,761	17.5%	2.8%	3,017	8.5%	-5.5%	7	-5	-6	102.0%	0.9%	2.0%
